11000,0, 0.789, 0.789, 0.578, 0.782, 0.789,, 0.789
11000,1, 0.787, 0.787, 0.574, 0.780, 0.787,, 0.787
11000,2, 0.786, 0.786, 0.573, 0.778, 0.787,, 0.786
11000,3, 0.786, 0.786, 0.572, 0.777, 0.787,, 0.786
11000,4, 0.785, 0.785, 0.571, 0.776, 0.786,, 0.785
11000,5, 0.785, 0.785, 0.571, 0.776, 0.786,, 0.785
11000,6, 0.785, 0.785, 0.571, 0.776, 0.786,, 0.785
11000,7, 0.786, 0.786, 0.573, 0.776, 0.788,, 0.786
11000,8, 0.786, 0.786, 0.575, 0.775, 0.790,, 0.786
11000,9, 0.785, 0.785, 0.573, 0.774, 0.790,, 0.785
11000,10, 0.787, 0.787, 0.576, 0.776, 0.790,, 0.787
11000,11, 0.786, 0.786, 0.573, 0.774, 0.788,, 0.786
11000,12, 0.785, 0.785, 0.570, 0.772, 0.786,, 0.785
12000,0, 0.789, 0.789, 0.578, 0.782, 0.789,, 0.789
12000,1, 0.787, 0.787, 0.574, 0.780, 0.787,, 0.787
12000,2, 0.787, 0.787, 0.574, 0.779, 0.788,, 0.787
12000,3, 0.787, 0.787, 0.575, 0.779, 0.789,, 0.787
12000,4, 0.786, 0.786, 0.574, 0.778, 0.788,, 0.786
12000,5, 0.786, 0.786, 0.572, 0.778, 0.787,, 0.786
12000,6, 0.787, 0.787, 0.574, 0.779, 0.788,, 0.787
12000,7, 0.788, 0.788, 0.577, 0.779, 0.791,, 0.788
12000,8, 0.788, 0.788, 0.578, 0.779, 0.792,, 0.788
12000,9, 0.787, 0.787, 0.577, 0.777, 0.791,, 0.787
12000,10, 0.788, 0.788, 0.577, 0.778, 0.790,, 0.788
12000,11, 0.787, 0.787, 0.573, 0.773, 0.787,, 0.787
12000,12, 0.787, 0.787, 0.576, 0.774, 0.789,, 0.787
13000,0, 0.789, 0.789, 0.578, 0.782, 0.789,, 0.789
