0,0, 0.569, 0.569, 0.618, 0.405, 0.955, 0.405, 0.569
0,1, 0.559, 0.559, 0.610, 0.395, 0.955, 0.395, 0.559
0,2, 0.552, 0.552, 0.604, 0.388, 0.955, 0.388, 0.552
0,3, 0.551, 0.551, 0.604, 0.387, 0.955, 0.388, 0.551
0,4, 0.552, 0.552, 0.605, 0.388, 0.956, 0.388, 0.552
0,5, 0.547, 0.547, 0.601, 0.382, 0.956, 0.383, 0.547
0,6, 0.540, 0.540, 0.595, 0.375, 0.957, 0.376, 0.540
0,7, 0.536, 0.536, 0.592, 0.372, 0.957, 0.372, 0.536
0,8, 0.532, 0.532, 0.590, 0.368, 0.958, 0.369, 0.532
0,9, 0.531, 0.531, 0.589, 0.367, 0.958, 0.367, 0.531
0,10, 0.526, 0.526, 0.585, 0.362, 0.959, 0.363, 0.526
0,11, 0.519, 0.519, 0.580, 0.356, 0.958, 0.356, 0.519
0,12, 0.512, 0.512, 0.574, 0.349, 0.958, 0.350, 0.512
1000,0, 0.564, 0.564, 0.609, 0.404, 0.932, 0.404, 0.564
1000,1, 0.561, 0.561, 0.607, 0.402, 0.929, 0.402, 0.561
1000,2, 0.561, 0.561, 0.606, 0.401, 0.927, 0.402, 0.561
1000,3, 0.562, 0.562, 0.607, 0.403, 0.926, 0.404, 0.562
1000,4, 0.567, 0.567, 0.610, 0.409, 0.923, 0.410, 0.567
1000,5, 0.567, 0.567, 0.610, 0.409, 0.920, 0.410, 0.567
1000,6, 0.563, 0.563, 0.606, 0.405, 0.918, 0.406, 0.563
1000,7, 0.557, 0.557, 0.601, 0.399, 0.917, 0.400, 0.557
1000,8, 0.550, 0.550, 0.596, 0.392, 0.917, 0.393, 0.550
1000,9, 0.542, 0.542, 0.589, 0.382, 0.920, 0.384, 0.542
1000,10, 0.528, 0.528, 0.580, 0.368, 0.923, 0.370, 0.528
1000,11, 0.516, 0.516, 0.571, 0.356, 0.927, 0.357, 0.516
1000,12, 0.506, 0.506, 0.564, 0.345, 0.932, 0.347, 0.506
2000,0, 0.572, 0.572, 0.614, 0.413, 0.926, 0.414, 0.572
2000,1, 0.577, 0.577, 0.617, 0.420, 0.920, 0.421, 0.577
