51000,0, 0.828, 0.828, 0.826, 0.758, 0.876, 0.785, 0.828
51000,1, 0.833, 0.833, 0.832, 0.763, 0.889, 0.785, 0.833
51000,2, 0.834, 0.834, 0.832, 0.761, 0.890, 0.784, 0.834
51000,3, 0.836, 0.836, 0.835, 0.765, 0.891, 0.788, 0.836
51000,4, 0.838, 0.838, 0.836, 0.767, 0.891, 0.791, 0.838
51000,5, 0.840, 0.840, 0.838, 0.770, 0.892, 0.793, 0.840
51000,6, 0.844, 0.844, 0.842, 0.778, 0.890, 0.802, 0.844
51000,7, 0.860, 0.860, 0.858, 0.794, 0.904, 0.819, 0.860
51000,8, 0.887, 0.887, 0.885, 0.828, 0.928, 0.849, 0.887
51000,9, 0.891, 0.891, 0.890, 0.832, 0.937, 0.850, 0.891
51000,10, 0.885, 0.885, 0.884, 0.821, 0.940, 0.837, 0.885
51000,11, 0.875, 0.875, 0.874, 0.802, 0.935, 0.822, 0.875
51000,12, 0.862, 0.862, 0.861, 0.781, 0.933, 0.801, 0.862
52000,0, 0.829, 0.829, 0.827, 0.759, 0.876, 0.787, 0.829
52000,1, 0.836, 0.836, 0.834, 0.766, 0.887, 0.790, 0.836
52000,2, 0.836, 0.836, 0.834, 0.766, 0.887, 0.791, 0.836
52000,3, 0.838, 0.838, 0.836, 0.767, 0.890, 0.792, 0.838
52000,4, 0.838, 0.838, 0.836, 0.766, 0.891, 0.791, 0.838
52000,5, 0.840, 0.840, 0.838, 0.768, 0.890, 0.795, 0.840
52000,6, 0.844, 0.844, 0.842, 0.777, 0.890, 0.803, 0.844
52000,7, 0.861, 0.861, 0.860, 0.797, 0.905, 0.822, 0.861
