57000,0, 0.623, 0.623, 0.627, 0.488, 0.749, 0.533, 0.623
57000,1, 0.625, 0.625, 0.629, 0.489, 0.749, 0.537, 0.625
57000,2, 0.628, 0.628, 0.631, 0.490, 0.749, 0.540, 0.628
57000,3, 0.632, 0.632, 0.636, 0.493, 0.752, 0.546, 0.632
57000,4, 0.635, 0.635, 0.638, 0.497, 0.752, 0.550, 0.635
57000,5, 0.637, 0.637, 0.640, 0.499, 0.753, 0.552, 0.637
57000,6, 0.639, 0.639, 0.642, 0.502, 0.755, 0.554, 0.639
57000,7, 0.665, 0.665, 0.669, 0.533, 0.784, 0.578, 0.665
57000,8, 0.699, 0.699, 0.701, 0.577, 0.800, 0.621, 0.699
57000,9, 0.718, 0.718, 0.720, 0.601, 0.820, 0.638, 0.718
57000,10, 0.732, 0.732, 0.733, 0.617, 0.823, 0.659, 0.732
