13000,8, 0.648, 0.648, 0.651, 0.512, 0.765, 0.562, 0.648
13000,9, 0.662, 0.662, 0.665, 0.529, 0.775, 0.578, 0.662
13000,10, 0.668, 0.668, 0.671, 0.536, 0.780, 0.584, 0.668
13000,11, 0.671, 0.671, 0.674, 0.541, 0.783, 0.587, 0.671
14000,8, 0.654, 0.654, 0.657, 0.518, 0.769, 0.568, 0.654
14000,9, 0.671, 0.671, 0.673, 0.540, 0.781, 0.588, 0.671
14000,10, 0.674, 0.674, 0.677, 0.543, 0.786, 0.590, 0.674
14000,11, 0.678, 0.678, 0.681, 0.550, 0.790, 0.594, 0.678
15000,8, 0.661, 0.661, 0.663, 0.526, 0.774, 0.576, 0.661
15000,9, 0.674, 0.674, 0.677, 0.544, 0.784, 0.592, 0.674
15000,10, 0.679, 0.679, 0.681, 0.549, 0.788, 0.596, 0.679
15000,11, 0.684, 0.684, 0.686, 0.558, 0.791, 0.603, 0.684
16000,8, 0.665, 0.665, 0.668, 0.531, 0.777, 0.581, 0.665
16000,9, 0.676, 0.676, 0.679, 0.546, 0.792, 0.589, 0.676
16000,10, 0.684, 0.684, 0.686, 0.557, 0.792, 0.602, 0.684
16000,11, 0.683, 0.683, 0.686, 0.556, 0.799, 0.596, 0.683
